author,date,push,title,url
f22313467,10/20,4,[問卦] 雲林砂石案進度到哪了？,/bbs/Gossiping/M.1603195465.A.D2C.html
ccyaztfe,10/20,6,Re: [問卦] 用十塊錢怎麼贏兩千五百萬？,/bbs/Gossiping/M.1603195537.A.039.html
Gary5566,10/20,X1,[問卦] 請問這是哪部卡通？,/bbs/Gossiping/M.1603195545.A.FAE.html
zoosleep,10/20,5,[問卦] 小馮竟然痛哭流涕？,/bbs/Gossiping/M.1603195675.A.CE3.html
cliffcliff,10/20,X2,[新聞] 肉燥飯大戰！黃偉哲到高雄踢館嗆︰邁邁市,/bbs/Gossiping/M.1603195744.A.222.html
abc355054,10/20,10,[問卦] 阿姨我不想努力了,/bbs/Gossiping/M.1603195756.A.295.html
freddy60907,10/20,45,Re: [問卦] 南投田姓警察兒子強姦弱勢被壓下來了嗎？,/bbs/Gossiping/M.1603195945.A.043.html
ueewen,10/20,16,[新聞] 中天面臨換照危機 時力黨團：附款未履行 ,/bbs/Gossiping/M.1603195971.A.92A.html
icefish712,10/20,10,[問卦] 看到朋友哈洋屌的影片  會回家尻一發嗎,/bbs/Gossiping/M.1603194534.A.58E.html
Colantoni,10/20,7,[新聞] 迎接2021年跨年晚會　北市府：超過15例確,/bbs/Gossiping/M.1603194570.A.9FC.html
gino0717,10/20,2,Re: [新聞] 斐濟事件 總統府譴責：暴力不容姑息,/bbs/Gossiping/M.1603194631.A.CDA.html
linhsiuwei,10/20,2,Re: [問卦] 有什麼牌子的米是台南產的？,/bbs/Gossiping/M.1603194666.A.C4F.html
GOD5566GOD,10/20,5,[問卦] 退伍當天早點名要起床集合嗎?,/bbs/Gossiping/M.1603194678.A.FB1.html
wurara22,10/20,23,[問卦] 貓貓在看什麼呢?,/bbs/Gossiping/M.1603194686.A.C9D.html
oz5566,10/20,4,Re: [新聞] 外交部：我多套劇本 未押寶川普,/bbs/Gossiping/M.1603194719.A.119.html
nobody0303,10/20,5,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603194774.A.1A6.html
soarman,10/20,1,[問卦] 如果是肥宅我上空曬衣服會怎樣?,/bbs/Gossiping/M.1603194935.A.8D6.html
kailayxiudo,10/20,6,[新聞] 在一起久了越來越有夫妻臉？美國研究揭密,/bbs/Gossiping/M.1603194991.A.2C1.html
tmwolf,10/20,2,Re: [問卦] 為什麼沒有綠色果醬？,/bbs/Gossiping/M.1603195037.A.CAD.html
ruby00514,10/20,5,[問卦] 如果今天是船長 你會下令攻擊海盜嗎？,/bbs/Gossiping/M.1603195094.A.AA1.html
akko76815,10/20,爆,[新聞] 改裝族注意！北市聲音照相取締11月啟用,/bbs/Gossiping/M.1603195112.A.BE6.html
douCai,10/20,7,[問卦] 店裡沒賣出去的蛋糕最後都去哪?,/bbs/Gossiping/M.1603195192.A.DC3.html
kikiki37,10/20,2,[問卦] 欸!當王勝天也太爽了吧,/bbs/Gossiping/M.1603193706.A.5E7.html
KingChang711,10/20,4,[問卦] 桃園市的別稱？,/bbs/Gossiping/M.1603193724.A.B6B.html
algebraic,10/20,6,[問卦] 我朋友被陷害?,/bbs/Gossiping/M.1603193811.A.207.html
whywhywhy,10/20,5,[問卦] 有什麼牌子的米是台南產的？,/bbs/Gossiping/M.1603193821.A.1D0.html
ak658865,10/20,8,[問卦] 台大牛奶好喝嗎？,/bbs/Gossiping/M.1603193855.A.7D1.html
scum5566,10/20,X1,[新聞] 斐濟事件 總統府譴責：暴力不容姑息,/bbs/Gossiping/M.1603193884.A.1CB.html
linchen1121,10/20,36,Re: [問卦] 小海女 能年玲奈＆橋本愛 再度合體！,/bbs/Gossiping/M.1603193887.A.B48.html
amoebaba719,10/20,6,[新聞] 「沒有它，就不可能有人活下來」鐵達尼,/bbs/Gossiping/M.1603193995.A.FC7.html
jkl4566654,10/20,8,[問卦] 幹 腳踏車爆胎了…,/bbs/Gossiping/M.1603194024.A.1F5.html
fox1234,10/20,7,[問卦] 整天在股板說完了都哪種人,/bbs/Gossiping/M.1603194158.A.538.html
skn60694,10/20,2,[新聞] 教廣轉播法廣新聞 疑吹捧習近平幫中國大,/bbs/Gossiping/M.1603194165.A.2EE.html
qq0101889,10/20,1,[問卦] 肥宅需要穿內褲嗎？,/bbs/Gossiping/M.1603194208.A.142.html
Yirgacheffe,10/20,20,[新聞] 聽到FBI拜登秒閃 川普陣營：媒體須問拜登,/bbs/Gossiping/M.1603194261.A.1B7.html
op840906,10/20,23,[問卦] 欸欸今年的新生兒怎麼跟去年差那麼多,/bbs/Gossiping/M.1603194404.A.6EC.html
purue,10/20,18,[問卦] 台灣哪個森林遊樂區最值得去,/bbs/Gossiping/M.1603194442.A.F81.html
piayer252,10/20,11,[新聞] 美總統辯論會防插嘴 2分鐘發言「只開一,/bbs/Gossiping/M.1603193083.A.949.html
tennoji2003,10/20,66,[問卦] 最想親眼看到哪個日本女星！,/bbs/Gossiping/M.1603193127.A.690.html
pkuguy,10/20,18,[新聞] 當掉多益840分學生　教師控南開科大為｢,/bbs/Gossiping/M.1603193172.A.6D7.html
Innofance,10/20,16,Re: [問卦] 肯德基轉型吃到飽可行嗎？？,/bbs/Gossiping/M.1603193288.A.74B.html
a6234709,10/20,4,[問卦] 土耳其發動革命的卦??,/bbs/Gossiping/M.1603193343.A.AB5.html
forrester,10/20,6,[問卦] 教召最操能有多操?,/bbs/Gossiping/M.1603193363.A.633.html
Comebuy,10/20,6,[新聞] 郵局退休員工今上街討50萬年終慰問金　,/bbs/Gossiping/M.1603193412.A.E9D.html
inmee,10/20,29,[問卦] 礁溪一個人泡溫泉泡哪家才專業?,/bbs/Gossiping/M.1603193412.A.F6B.html
jasonlou,10/20,11,[問卦] 新莊的紅綠燈設計怎麼跟屎一樣?,/bbs/Gossiping/M.1603193415.A.830.html
poweroflove,10/20,6,[問卦] 甲甲跟戀童癖有甚麼差異?,/bbs/Gossiping/M.1603193422.A.933.html
howard24,10/20,3,[問卦] 兩餐怎麼一堆人吃阿,/bbs/Gossiping/M.1603193547.A.47D.html
leepingyo,10/20,6,[新聞] 國泰航空擬裁員6千人　南華早報：港龍恐,/bbs/Gossiping/M.1603193615.A.D19.html
tLuesuGi,10/20,7,[新聞] 證實士兵「幫找犛牛」迷路　解放軍喊話印度：早日交還中方,/bbs/Gossiping/M.1603193646.A.80C.html
jhaopeng,10/20,1,[問卦] 慟！反營專車快到營區了,/bbs/Gossiping/M.1603193668.A.EBD.html
maniaque,10/20,2,Re: [問卦] 台積電 市佔第一為何不會被美國裁定傾銷?,/bbs/Gossiping/M.1603193672.A.873.html
mynewid,10/20,2,Re: [問卦] 是建商在急還是鄉民在急？,/bbs/Gossiping/M.1603192478.A.C31.html
k44754,10/20,11,Re: [問卦] 為什麼鰻魚飯這麼貴?,/bbs/Gossiping/M.1603192502.A.2EA.html
HateAnus,10/20,3,[問卦] 統神的蹦蛙娛樂是不是就到此為止了?,/bbs/Gossiping/M.1603192578.A.612.html
dean1990,10/20,4,Re: [新聞] 興建宜蘭高鐵要花1764億元但效益高 蘇貞,/bbs/Gossiping/M.1603192645.A.A97.html
purue,10/20,5,[問卦] 你最希望那一首歌不要過氣,/bbs/Gossiping/M.1603192736.A.9AC.html
cleversun,10/20,9,[問卦] 幹！risotto也太難吃了吧==,/bbs/Gossiping/M.1603192801.A.A61.html
a12345x,10/20,5,[問卦] 如何介紹工作內容到女生對你感興趣？,/bbs/Gossiping/M.1603192857.A.9B5.html
goodtaste,10/20,2,Re: [問卦] 泰皇現在會不會很度爛中國？,/bbs/Gossiping/M.1603192952.A.E13.html
hmt17,10/20,4,[新聞] 太神了！北川景子産女滿月 嬰兒吃奶竟比,/bbs/Gossiping/M.1603192980.A.A79.html
LoveMakeLove,10/20,10,[新聞] 保全持假槍扮警察 半路攔檢竟碰到真警察,/bbs/Gossiping/M.1603193018.A.297.html
moon5566,10/20,4,Re: [問卦] 習近平已表明願冒險犯台,/bbs/Gossiping/M.1603193035.A.CD2.html
Emerson158,10/20,3,"[問卦] 棺材板,好吃的點在哪裡?",/bbs/Gossiping/M.1603193041.A.0C9.html
skylin,10/20,7,Re: [問卦] 習近平已表明願冒險犯台,/bbs/Gossiping/M.1603193065.A.1C8.html
americ,10/20,1,[問卦] 一句話證明你不是覺青,/bbs/Gossiping/M.1603193077.A.B0D.html
AntiGayMan,10/20,17,[問卦] 華視主播薪水只有四萬?,/bbs/Gossiping/M.1603191627.A.7B8.html
s66449,10/20,47,[新聞] 商場人員聽聞巨響！光華商場1男子從7樓墜,/bbs/Gossiping/M.1603191646.A.C11.html
area62,10/20,13,[新聞] 張綱維兩名未成年子女 未公開的是范壁如,/bbs/Gossiping/M.1603191696.A.E31.html
cloud3455,10/20,4,Re: [新聞] 控學校女護士言語霸凌 台南小五女童,/bbs/Gossiping/M.1603191763.A.DCE.html
thegreatlcx,10/20,14,Re: [問卦] 為什麼鰻魚飯這麼貴?,/bbs/Gossiping/M.1603191809.A.9C8.html
ubcs,10/20,爆,[公告] 愛莉莎莎殺手 水桶發錢,/bbs/Gossiping/M.1603191824.A.AF3.html
pptsuck,10/20,10,[問卦] 重機仔跟8+9其實很像吧?,/bbs/Gossiping/M.1603191857.A.BAA.html
nthulibrary,10/20,1,[問卦] 為什麼哈薩克可以脫離蘇聯,/bbs/Gossiping/M.1603191863.A.2DA.html
cary4A240022,10/20,7,[問卦] 有要再次幫Intel RIP的八卦嗎？,/bbs/Gossiping/M.1603192116.A.81E.html
sssdragonsss,10/20,2,[問卦] 八極拳?,/bbs/Gossiping/M.1603192157.A.EE8.html
KuRed,10/20,5,[問卦] 有全速配物流公司的八卦嗎？,/bbs/Gossiping/M.1603192291.A.1AF.html
scum5566,10/20,1,[問卦] 被打 對方撤告 我們就算贏了,/bbs/Gossiping/M.1603192308.A.AFA.html
maniaque,10/20,7,Re: [新聞] 手機植木馬！民眾LINE私聊全曝光　《科技,/bbs/Gossiping/M.1603192327.A.FE0.html
chadmu,10/20,1,[問卦] 跟中國統一的好處有哪些,/bbs/Gossiping/M.1603192363.A.B6A.html
sanensis,10/20,5,Re: [問卦] 國小開始教股票了？,/bbs/Gossiping/M.1603192444.A.AAA.html
DANANPA,10/20,1,Re: [問卦] 台灣防疫厲害在哪裡？,/bbs/Gossiping/M.1603191137.A.C66.html
WolfTeacher,10/20,4,[問卦] JoJo黃金之風列車戰改成無限列車上會怎樣,/bbs/Gossiping/M.1603191142.A.C73.html
startupownbs,10/20,9,Re: [爆卦] 花敬群回應炒房：相信政府一定會拿出方法,/bbs/Gossiping/M.1603191191.A.6CA.html
p2p8ppp,10/20,4,[問卦] 姆咪為什麼不當vtuber,/bbs/Gossiping/M.1603191211.A.71C.html
trohlens,10/20,6,[問卦] 世道是不是一直在變？,/bbs/Gossiping/M.1603191257.A.3AE.html
Marino,10/20,1,[新聞] 台中外交官らがフィジーで乱闘、菓子の,/bbs/Gossiping/M.1603191278.A.7E4.html
CavendishJr,10/20,6,[問卦] 小馮說她買到台大牛奶了,/bbs/Gossiping/M.1603191327.A.3B0.html
coolman9972,10/20,2,[新聞] 峮峮回來了　為兄弟例行賽主場最終戰應,/bbs/Gossiping/M.1603191402.A.757.html
papapapapapa,10/20,3,[問卦] 生命科學系 生物科技系 差在哪,/bbs/Gossiping/M.1603191415.A.0F2.html
ray41705,10/20,1,[問卦] 油土：我的老闆52度,/bbs/Gossiping/M.1603191423.A.D8F.html
sanensis,10/20,4,[新聞] 新竹黑狗「自6樓被拋下」路邊轎車頂遭,/bbs/Gossiping/M.1603191452.A.FA8.html
samgreco,10/20,X2,[新聞] 「唱歌挨罵」…陳時中揭防疫疲勞隱憂,/bbs/Gossiping/M.1603191467.A.5B8.html
subcrew,10/20,2,[問卦] 怎麼都沒有清楚的飛碟照被拍到,/bbs/Gossiping/M.1603191558.A.021.html
babalajj,10/20,29,[新聞] 中國打人還嗆台灣 陳玉珍轟是中共挑釁,/bbs/Gossiping/M.1603191566.A.4ED.html
WorkinChina,10/20,12,[新聞] 韓國單親嫩媽二手網上販嬰 忍痛賣新台幣50,/bbs/Gossiping/M.1603191582.A.0B8.html
chochofish,10/20,26,[問卦] 為什麼野生動物不用練就超壯？,/bbs/Gossiping/M.1603191593.A.A2B.html
giorno78,10/20,5,[問卦] 台積電 市佔第一為何不會被美國裁定傾銷?,/bbs/Gossiping/M.1603190380.A.A2A.html
CCMg,10/20,3,[問卦] 有些文章底下一堆要錢推文？,/bbs/Gossiping/M.1603190423.A.896.html
lockgolden,10/20,9,[問卦] 俄羅斯怎不學韓國扶植大企業來超英趕美？,/bbs/Gossiping/M.1603190437.A.B05.html
GODLP,10/20,56,[問卦] 為什麼鰻魚飯這麼貴?,/bbs/Gossiping/M.1603190440.A.8EC.html
milkBK,10/20,13,[問卦] 國小開始教股票了？,/bbs/Gossiping/M.1603190457.A.8EE.html
xy1904312,10/20,7,[問卦] 宇宙女王天公廟是在拜誰啊？,/bbs/Gossiping/M.1603190476.A.D81.html
funasake,10/20,5,[問卦] 七年級會想生小孩嗎？,/bbs/Gossiping/M.1603190476.A.D42.html
elec1141,10/20,9,[問卦] Yale為什麼要翻譯成耶魯？,/bbs/Gossiping/M.1603190549.A.0E0.html
addison123,10/20,9,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603190576.A.74E.html
ambitious,10/20,4,[問卦] 幹幹幹不小心滑到喜歡結果跟室友配對,/bbs/Gossiping/M.1603190735.A.14C.html
Reewalker,10/20,3,[新聞] 裕隆電動車發展偏多 減資後新股掛牌大漲,/bbs/Gossiping/M.1603190754.A.A3E.html
hellohiro,10/20,23,[問卦] 肯德基轉型吃到飽可行嗎？？,/bbs/Gossiping/M.1603190768.A.A87.html
redDest,10/20,2,[問卦] 為什麼工學院沒有生物系？,/bbs/Gossiping/M.1603191033.A.CE0.html
scottaa,10/20,1,Re: [問卦] 為什麼鰻魚飯這麼貴?,/bbs/Gossiping/M.1603191055.A.F5A.html
patentstm,10/20,73,[問卦] 又爆共諜案!! 軍情局退役少將上校3人被,/bbs/Gossiping/M.1603191063.A.943.html
ToHsiang,10/20,28,[新聞] 蘇貞昌、陳時中道歉疫苗不夠 綠議員：侯友宜,/bbs/Gossiping/M.1603191063.A.E69.html
nk950357,10/20,1,Re: [問卦] 有沒有Goshare停在自家車庫的卦,/bbs/Gossiping/M.1603191112.A.3FE.html
luchiahui,10/20,10,[問卦] 台灣厚著臉皮賴在斐濟不撤館是為了甚麼？,/bbs/Gossiping/M.1603189801.A.62A.html
assxass,10/20,6,Re: [新聞] 稱中天「紅媒」太抬舉 李戡：對岸根本沒,/bbs/Gossiping/M.1603189889.A.84A.html
benny3579,10/20,5,[問卦] 房價漲有多爽的八卦？,/bbs/Gossiping/M.1603189906.A.FA2.html
wer50888,10/20,1,[問卦] 嚴肅憤怒但是不敲鑼打鼓？,/bbs/Gossiping/M.1603189939.A.EE3.html
iamshana,10/20,6,[問卦] 中國古代最強北方外族是誰？,/bbs/Gossiping/M.1603189951.A.BAF.html
swxswxet,10/20,21,[問卦] 150戶共用3支電梯是什麼概念,/bbs/Gossiping/M.1603190001.A.2E2.html
generalfungi,10/20,5,[問卦] 為什麼說「健身也要健心」的都女生,/bbs/Gossiping/M.1603190041.A.7E3.html
waymayday,10/20,8,[問卦] 貓貓融化了怎麼辦？,/bbs/Gossiping/M.1603190087.A.244.html
lichuer,10/20,21,[問卦] 在台積電當作業員有什麼危險性嗎?,/bbs/Gossiping/M.1603190110.A.7D3.html
KohinataMiku,10/20,1,[新聞] 新／國道鼎金段「5連撞」！大車前後夾殺,/bbs/Gossiping/M.1603190147.A.49B.html
harkk2001,10/20,2,[問卦] 晚餐要吃什麼啦！,/bbs/Gossiping/M.1603190201.A.98A.html
kcbill,10/20,55,[問卦] 吉高由里子的八卦,/bbs/Gossiping/M.1603190207.A.16E.html
yam,10/20,14,[新聞] 控學校女護士言語霸凌 台南小五女童,/bbs/Gossiping/M.1603190223.A.7EE.html
YenFuOne,10/20,2,[新聞] 林中斌／川普頻自誤 拜登將爆勝,/bbs/Gossiping/M.1603190301.A.12A.html
turbomons,10/20,8,Re: [新聞] 中國撤告！ 斐濟承諾將派員協助我外館未,/bbs/Gossiping/M.1603190340.A.C94.html
Tiara5566,10/20,X2,[新聞] 蔡阿嘎自曝下面小！網全笑翻敲碗：二伯,/bbs/Gossiping/M.1603189242.A.DF6.html
yoyodiy,10/20,5,[問卦] 雞腿便當漲價  有道理嗎?,/bbs/Gossiping/M.1603189274.A.C5E.html
erichang,10/20,1,Re: [新聞] 中國撤告！ 斐濟承諾將派員協助我外館未,/bbs/Gossiping/M.1603189416.A.C66.html
coober,10/20,1,Re: [問卦] 泰國人發現真正問題了嗎?,/bbs/Gossiping/M.1603189459.A.779.html
gve50714,10/20,14,[問卦] 中國一直挑釁是在想什麼？,/bbs/Gossiping/M.1603189508.A.029.html
kkkkouo,10/20,3,[問卦] 捷運如果開放自訂進站音效？,/bbs/Gossiping/M.1603189549.A.820.html
s523698,10/20,3,[問卦] 達賴喇嘛自帶氣場嗎？,/bbs/Gossiping/M.1603189564.A.C1D.html
johanLarson,10/20,9,[問卦] 孔子崇尚內射嗎？,/bbs/Gossiping/M.1603189612.A.927.html
HsuGun,10/20,5,Re: [新聞] 反對知本光電案 族人籲政院介入中止開發,/bbs/Gossiping/M.1603189620.A.0B6.html
reborner2009,10/20,25,[新聞] 台積電南科18廠工安意外 兩工人遭強鹼化,/bbs/Gossiping/M.1603189626.A.631.html
vi000246,10/20,8,[問卦] 董至成跟澎洽洽誰比較慘,/bbs/Gossiping/M.1603189713.A.DFF.html
DuoDuokk77,10/20,3,[問卦] 聽到隔壁桌問店員你點的菜是什麼的時候,/bbs/Gossiping/M.1603189758.A.592.html
xxxluke,10/20,4,[問卦] 台灣8+9什麼時候才要死光啊,/bbs/Gossiping/M.1603189762.A.5DF.html
q347,10/20,爆,[問卦] 夾娃娃機的東西是不是很爛阿??,/bbs/Gossiping/M.1603188752.A.D15.html
pippen2002,10/20,5,[新聞] 傳國泰航空裁員落手兇狠 全炒港龍2500人,/bbs/Gossiping/M.1603188773.A.F35.html
yniori,10/20,6,[問卦] 這年頭居然新北還有賠售的房子!屋主傻了?,/bbs/Gossiping/M.1603188791.A.81E.html
littlejackbr,10/20,4,[問卦] 台灣靈異事件為什麼不重啟？,/bbs/Gossiping/M.1603188816.A.489.html
neil136,10/20,8,[問卦] 雞排要漲價，怎麼辦？,/bbs/Gossiping/M.1603188822.A.DF2.html
hlvj,10/20,6,Re: [新聞] 首相薪水太低不夠養兒育女? 英媒爆強生明,/bbs/Gossiping/M.1603188854.A.6B6.html
uei1201,10/20,9,Re: [新聞] 流感疫苗太夯！陳時中爆：有民眾當成「新,/bbs/Gossiping/M.1603188890.A.4FA.html
MeeToo,10/20,1,Re: [新聞] 流感疫苗太夯！陳時中爆：有民眾當成「新,/bbs/Gossiping/M.1603188914.A.91D.html
go190214,10/20,8,[新聞] 賴惠員砍警預算風波 洪秀柱斥：多少綠委,/bbs/Gossiping/M.1603188918.A.CCF.html
johanLarson,10/20,7,Re: [問卦] 喝茶是不是根本就約不到正妹啊,/bbs/Gossiping/M.1603188939.A.CDF.html
suhu5566,10/20,2,[問卦] 教召5天 隔離14天 哪個好,/bbs/Gossiping/M.1603188947.A.731.html
hTCU11,10/20,5,[問卦] 川普是不是小孬孬 他不敢fire掉Fauci,/bbs/Gossiping/M.1603188966.A.9E5.html
outdowave,10/20,6,Re: [新聞] 外交部：我多套劇本 未押寶川普,/bbs/Gossiping/M.1603188968.A.D8C.html
silentknight,10/20,4,[問卦] 跟E奶學妹去麗寶樂園玩 要穿什麼決勝泳褲,/bbs/Gossiping/M.1603189050.A.FCC.html
mofass,10/20,6,[問卦] 罵幹你老木要賠多少?,/bbs/Gossiping/M.1603189100.A.799.html
Anderson0819,10/20,6,[問卦] 三星是不是要哭了,/bbs/Gossiping/M.1603189161.A.292.html
cychine,10/20,20,[問卦] 買過30元雞排的484都老人,/bbs/Gossiping/M.1603189169.A.D37.html
bob120400,10/20,1,Re: [新聞] 網美賣春比例「2成暴增到7成」入行10年女,/bbs/Gossiping/M.1603189236.A.AD2.html
purue,10/20,1,[新聞] 反對知本光電案 族人籲政院介入中止開發,/bbs/Gossiping/M.1603188104.A.A45.html
yamatobar,10/20,15,Fw: [新聞] 日本高速公路提速到120公里 事故無明顯變化,/bbs/Gossiping/M.1603188128.A.D7D.html
rdadi,10/20,2,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603188194.A.7F1.html
aA44320170,10/20,3,Re: [新聞] 中國撤告！ 斐濟承諾將派員協助我外館未,/bbs/Gossiping/M.1603188239.A.9FC.html
nbarepeat,10/20,4,[問卦] 吸菸的女生,/bbs/Gossiping/M.1603188300.A.72E.html
deeeplove,10/20,21,[新聞] 6天痛失近50萬　謝忻崩潰求救：像熱鍋上,/bbs/Gossiping/M.1603188307.A.D0F.html
Superxixai,10/20,2,[問卦] 不想加班正常嗎？,/bbs/Gossiping/M.1603188308.A.169.html
Giddcns,10/20,1,[問卦] 網軍也需要教召嗎？,/bbs/Gossiping/M.1603188315.A.A8A.html
yangzy,10/20,3,[問卦] 慧星撞地球毀滅前人類會集體安樂死嗎？,/bbs/Gossiping/M.1603188360.A.DAE.html
XDGC,10/20,3,Re: [問卦] 渦輪風扇引擎與渦輪噴射引擎有什麼不同??,/bbs/Gossiping/M.1603188384.A.A67.html
lovea,10/20,5,[新聞] 流感疫苗太夯！陳時中爆：有民眾當成「新,/bbs/Gossiping/M.1603188561.A.806.html
krit1009,10/20,6,[問卦] 佛地魔為什麼沒有鼻子？,/bbs/Gossiping/M.1603188579.A.F58.html
ben28,10/20,1,[問卦] 最快問市的武漢肺炎疫苗是那一個？,/bbs/Gossiping/M.1603188610.A.076.html
huabandd,10/20,1,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603187633.A.FA5.html
purine5566,10/20,5,[問卦] 14天教召的阿兵哥會不會反而比較好管理?,/bbs/Gossiping/M.1603187647.A.0A9.html
Katsuyuki118,10/20,5,[新聞] 疫苗之亂從何起？ 王世堅曝衛福部3點誤判,/bbs/Gossiping/M.1603187676.A.530.html
Hertzfeld,10/20,4,[問卦] 大家會遠離有性騷擾前科的人嗎,/bbs/Gossiping/M.1603187678.A.C2C.html
ihaveseven,10/20,2,[問卦] 隔壁阿伯阿Q桶麵泡了半小時,/bbs/Gossiping/M.1603187737.A.F78.html
y3226999,10/20,4,[問卦] 肥宅穿胸罩有加分嗎==？,/bbs/Gossiping/M.1603187789.A.8FB.html
w510048,10/20,5,[問卦] 渦輪風扇引擎與渦輪噴射引擎有什麼不同??,/bbs/Gossiping/M.1603187798.A.AF7.html
cychine,10/20,7,[問卦] 板橋林家霧峰林家誰的實力好,/bbs/Gossiping/M.1603187875.A.ADC.html
hittler,10/20,2,[問卦] 有沒有類戲劇第一美高憶婷的卦?,/bbs/Gossiping/M.1603187958.A.9B5.html
Karter,10/20,4,Re: [爆卦] 共匪在斐濟打人原因是因為偽國旗,/bbs/Gossiping/M.1603187991.A.B35.html
butten986,10/20,6,[爆卦] 著名川普黑左派Jeffrey Toobin 直播自慰,/bbs/Gossiping/M.1603187994.A.1F6.html
nobody0303,10/20,4,[問卦] 為何蒼蠅這麼常看到 想看到蛆卻很困難！,/bbs/Gossiping/M.1603188058.A.E26.html
yamaybe,10/20,6,[新聞] 錯過可惜！ 台東首屆電音派對30、31日狂,/bbs/Gossiping/M.1603188060.A.6F6.html
relax911,10/20,1,[新聞] COVID-19疫苗 年輕與健康者恐2022才輪得,/bbs/Gossiping/M.1603188066.A.5B6.html
canon17,10/20,3,[問卦] 滑手機的滑是怎麼來的,/bbs/Gossiping/M.1603188084.A.374.html
goetze,10/20,1,Re: [新聞] 提制憲公投被駁回　辜寬敏：民進黨若繼續,/bbs/Gossiping/M.1603188094.A.952.html
girl55665566,10/20,22,[新聞] 不爽分手！恐怖情人刺死前同志男友判刑,/bbs/Gossiping/M.1603188096.A.4DA.html
songgood,10/20,8,[問卦] 鐵齒銅牙 紀曉嵐,/bbs/Gossiping/M.1603187080.A.937.html
david0426,10/20,1,[問卦] 不小心發現同學的小秘密,/bbs/Gossiping/M.1603187088.A.95C.html
reppoc,10/20,9,[問卦] 願意讓人畫裸體素描的女生在想什麼？,/bbs/Gossiping/M.1603187154.A.1A4.html
Cassander,10/20,2,[新聞]雄獅轉型加深餐飲布局 5年拚10億營收,/bbs/Gossiping/M.1603187194.A.105.html
Seles,10/20,11,[新聞] 台東某國中爆「男男性霸凌」 學弟畫圖揭,/bbs/Gossiping/M.1603187215.A.F13.html
minnielin,10/20,9,[問卦] 大家振興券還剩多少?,/bbs/Gossiping/M.1603187230.A.06D.html
losel,10/20,3,[新聞] 太狠心！父母虐死7月大女嬰　找小三協助,/bbs/Gossiping/M.1603187371.A.B47.html
zakijudelo,10/20,49,[新聞] 拜登養精蓄銳 辯論會前活動暫停、行程保,/bbs/Gossiping/M.1603187399.A.7FC.html
roy84211,10/20,3,[問卦] 有沒有UBEREAT外送員很貼心的八卦??,/bbs/Gossiping/M.1603187404.A.71D.html
astrayzip,10/20,2,Re: [新聞]雄獅轉型加深餐飲布局 5年拚10億營收,/bbs/Gossiping/M.1603187430.A.356.html
safelove,10/20,2,Re: [新聞] 台灣反擊中國戰狼！外交部硬起來：已完成,/bbs/Gossiping/M.1603187623.A.006.html
mycity16,10/20,3,[問卦] 八卦版是否對gay特別友善？,/bbs/Gossiping/M.1603186252.A.0E8.html
emperor,10/20,11,[問卦] 排骨酥到底是在吃什麼意思的?,/bbs/Gossiping/M.1603186262.A.4DC.html
layu19920414,10/20,2,[問卦] 林森北什麼最好吃牙牙？,/bbs/Gossiping/M.1603186271.A.DE9.html
Hiterler,10/20,1,[問卦] 得到司法正義的人多嗎？,/bbs/Gossiping/M.1603186415.A.DAD.html
parkinque,10/20,4,[問卦] 有無三和夜市蒙古烤肉150，台灣毫無希望,/bbs/Gossiping/M.1603186415.A.365.html
dodomen,10/20,X5,[新聞] 小鬼猝逝1個月！峮峮爆乳裝擠笑復工　一,/bbs/Gossiping/M.1603186426.A.36C.html
words2012,10/20,3,Re: [問卦] 空姐怎麼都那麼香,/bbs/Gossiping/M.1603186602.A.65C.html
YU0121,10/20,28,[問卦] 泰皇現在會不會很度爛中國？,/bbs/Gossiping/M.1603186671.A.E2D.html
jack97256,10/20,4,[問卦] 要怎麼當捕手,/bbs/Gossiping/M.1603186713.A.0A7.html
ben780413,10/20,1,Re: [問卦] 有沒有長瀨智也的八卦,/bbs/Gossiping/M.1603186781.A.7BF.html
Qpera,10/20,3,Re: [新聞] 婚禮包1200元拿不到喜餅？　新娘媽：一,/bbs/Gossiping/M.1603186795.A.AAF.html
iamshana,10/20,4,[新聞] 《刻在你心底的名字》全台票房破7000萬,/bbs/Gossiping/M.1603186887.A.A6F.html
aa24845720,10/20,71,[新聞] 提制憲公投被駁回　辜寬敏：民進黨若繼續,/bbs/Gossiping/M.1603186933.A.2C2.html
monnom,10/20,30,[新聞] 民間團體群起怒吼反萊豬，消基會痛批政府,/bbs/Gossiping/M.1603185619.A.7BA.html
ggyang,10/20,1,[問卦] 中國台灣人怎麼那麼愛講髒話？,/bbs/Gossiping/M.1603185668.A.11A.html
tose4433,10/20,6,[問卦] 妓女一切為錢，而能吃妓女軟飯的靠什麼？,/bbs/Gossiping/M.1603185741.A.86F.html
wenge321,10/20,4,[新聞] 中信銀東門分行搶案真相曝　領40萬準備地,/bbs/Gossiping/M.1603185882.A.EB2.html
